name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
Thoben´s,52.4360163,13.346683,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,chain,True,Thoben's Backwaren Lutz Thoben,Paul-Schneider-Straße,3,12247,"Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su,PH off",,OSM,node/2098293791
BioBackHaus,52.6138922,13.2451354,Reinickendorf,Heiligensee,reinickendorf,heiligensee,artisanal,False,,,,,Mo-Sa 07:00-20:00; Su 07:00-11:00,,OSM,node/2124160881
Bäckerei Naschkatze,52.5433269,13.5716032,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,Zinndorfer Straße,3,12685,,https://baeckerei-naschkatze.de/,OSM,node/2136183467
Soluna – Brot und Öl,52.489859,13.4043792,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Gneisenaustraße,58,10961,"Mo-Fr 08:00-18:00; Sa 08:00-14:00; Su,PH off",,OSM,node/2143425683
Schleckermäulchen,52.5087252,13.3198668,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Grolmanstraße,,10623,,,OSM,node/2171343212
M&M Back,52.4596602,13.3843325,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,Mo-Fr 05:00-19:00; Sa 05:00-18:00; Su 06:00-18:00,,OSM,node/2176000703
Kamps,52.5065852,13.3906953,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Kamps,,,,,https://kamps.de/standort/kamps-baeckerei-mit-backstube-berlin-friedrichstr-41-rudi-dutschke-strasse-29-27,OSM,node/2181178538
Johann,52.4925265,13.3553305,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Gleditschstraße,47,10781,"Tu-Th, Sa-Su 08:00-16:00; Fr 08:00-17:00",https://johannbaeckerei.de/,OSM,node/2188663985
Steinecke,52.4911697,13.3864998,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Steinecke,,,,Mo-Fr 06:30-19:00; Sa 07:00-17:00; Su 07:00-13:00,,OSM,node/2190106061
Thoben,52.5068051,13.3074531,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Kantstraße,56,,Mo-Sa 06:00-20:00; Su 09:00-17:00,,OSM,node/2232169340
Landbäcker,52.5299098,13.1401433,Spandau,Staaken,spandau,staaken,artisanal,False,,,,,"Mo-Fr 06:00-15:00; Sa,Su 07:00-12:00",,OSM,node/2254550276
,52.5510423,13.1638852,Spandau,Falkenhagener Feld,spandau,falkenhagener_feld,artisanal,False,,,,,,,OSM,node/2256238706
Bäckerei Exner,52.3943422,13.4102741,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,Groß-Ziethener Straße,35,12309,Mo-Sa 06:00-13:30; Su 07:00-13:30,,OSM,node/2257198428
Schäfer's,52.4173243,13.4958415,Neukölln,Rudow,neukölln,rudow,chain,True,Schäfer's,,,,Mo-Fr 06:00-18:00; Sa 06:00-18:00; Su 07:00-16:00,,OSM,node/2277738556
Wendt,52.3955598,13.5736397,Treptow-Köpenick,Bohnsdorf,treptow-köpenick,bohnsdorf,artisanal,False,,,,,,,OSM,node/2282124807
HAS Bäckerei,52.4739563,13.4541928,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,24/7,,OSM,node/2286559410
Café Wallstraße,52.511063,13.4057259,Mitte,Mitte,mitte,mitte,chain,True,Schäfers,Wallstraße,14,10179,Mo-Fr 06:00-18:00; Sa 08:00-17:00; Su 08:00-16:00,,OSM,node/2287686983
Traumbäckerei,52.520097,13.3558783,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,,,OSM,node/2288123584
Baker's Turmstraße 85,52.5263162,13.3381311,Mitte,Moabit,mitte,moabit,artisanal,False,,Turmstraße,85,10551,,,OSM,node/2288146328
La Pibabu,52.5112618,13.434407,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Erich-Steinfurth-Straße,9-11,10243,"Mo-Fr 04:00-20:00; Sa,Su 04:00-19:00",,OSM,node/2302013305
Neue Bäckerei & Knditorei,52.511417,13.4346748,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Erich-Steinfurth-Straße,,10243,,,OSM,node/2305794183
Schokoback,52.5141599,13.4348612,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Koppenstraße,75,10243,Mo-Fr 06:00-18:00; Sa-Su 06:00-16:00,,OSM,node/2307999581
Sengüloglu antep baklava,52.5478155,13.3570988,Mitte,Wedding,mitte,wedding,artisanal,False,,Müllerstraße,31,13353,09:00-23:00,https://antepbaklava.de/,OSM,node/2308524318
Çevik,52.5510494,13.3625321,Mitte,Wedding,mitte,wedding,artisanal,False,,,,13347,Mo-Fr 05:00-20:00; Sa-Su 05:00-19:00,,OSM,node/2308657329
Croissanterie Bäckerei,52.5327027,13.3263438,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,Mo-Fr 05:00-17:00; PH off,,OSM,node/2313631478
Ofen und Herz,52.5209183,13.6184087,Marzahn-Hellersdorf,Mahlsdorf,marzahn-hellersdorf,mahlsdorf,artisanal,False,,Hönower Straße,184,12623,"Mo-Fr 07:00 Backsop+Frühstück, 12:00-21:00 Pizza / Sa+So ab 08:00",,OSM,node/2322990560
Wahl,52.3994219,13.5745881,Treptow-Köpenick,Bohnsdorf,treptow-köpenick,bohnsdorf,artisanal,False,,Waltersdorfer Straße,19,12526,Mo-Fr 07:00-18:00; Sa 07:00-16:00; PH off,https://baeckerwahl.de,OSM,node/2328402488
Back-Factory,52.499824,13.3077684,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Back-Factory,Kurfürstendamm,,10707,"Mo-Fr 06:00-19:00; Sa,Su 08:00-18:00",,OSM,node/2334538035
Bäcker Wiedemann,52.4998342,13.307868,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Kurfürstendamm,,10707,Mo-Fr 06:00-20:00; Sa 06:00-14:00; Su 08:00-12:00,https://baecker-wiedemann.de/,OSM,node/2334538041
Back & Snack,52.4819523,13.3211954,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Hildegardstraße,17,10715,,,OSM,node/2339246320
Bäckerei Kosan,52.5169919,13.4478603,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Karl-Marx-Allee,,10243,Tu-Su 07:00-19:00,,OSM,node/2339940216
Kiezbäckerei & Café,52.4695721,13.4386031,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Emser Straße,11,12051,,,OSM,node/2342347259
Café Schönhaus,52.4598553,13.335147,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,Schönhauser Straße,11,12169,,,OSM,node/2354851620
Hofpfisterei,52.4961946,13.2939122,Charlottenburg-Wilmersdorf,Halensee,charlottenburg-wilmersdorf,halensee,chain,True,Hofpfisterei,Westfälische Straße,,10711,Mo-Fr 08:30-18:30; Sa 08:00-14:00,,OSM,node/2391234922
,52.5549044,13.3762683,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Schwedenstraße,3,13357,Mo-Fr 06:00-18:00; Sa 07:00-14:00; Su 08:00-15:00,,OSM,node/2410409432
Jaenichen,52.4643547,13.5845139,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,chain,True,Bäckerei & Konditorei R.& M. Jaenichen GbR,,,,Tu-Fr 07:00-18:00; Sa 07:00-13:00; Su 08:00-11:00,http://www.konditorei-jaenichen.de/,OSM,node/2424329919
Bäckerei Konditorei Sturm,52.587341,13.400638,Pankow,Niederschönhausen,pankow,niederschönhausen,artisanal,False,,Uhlandstraße,3,13156,Tu-Fr 07:00-17:00; Sa 07:00-12:00,https://www.baeckerei-konditorei-sturm.de/,OSM,node/2436724363
Rosana Backshop & Sandwich,52.5100372,13.2784185,Charlottenburg-Wilmersdorf,Westend,charlottenburg-wilmersdorf,westend,artisanal,False,,Kaiserdamm,32,14057,,,OSM,node/2439759179
Steinecke,52.5482493,13.5048071,Lichtenberg,Alt-Hohenschönhausen,lichtenberg,alt-hohenschönhausen,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00,,OSM,node/2444783795
Blauert,52.5436436,13.4920192,Lichtenberg,Alt-Hohenschönhausen,lichtenberg,alt-hohenschönhausen,artisanal,False,,,,,Mo-Fr 07:00-17:30; Sa 07:00-13:00; Su 07:30-16:30,,OSM,node/2445574535
Rheingau Bäckerei,52.4686468,13.3216912,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,Rheingaustraße,5,12161,,,OSM,node/2455987097
Steinecke,52.5051854,13.2979953,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Steinecke,Leonhardtstraße,5,14057,Mo-Fr 06:30-18:30; Sa 07:00-15:00; Su 07:00-12:00,,OSM,node/2466173913
Backshop,52.5125074,13.5889096,Marzahn-Hellersdorf,Kaulsdorf,marzahn-hellersdorf,kaulsdorf,artisanal,False,,,,,,,OSM,node/2471820776
Schäfer's,52.4733629,13.3140995,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Schäfer's,Rüdesheimer Straße,6,14197,Mo-Fr 06:30-18:00; Sa 06:30-17:00; Su 08:00-17:00,,OSM,node/2474038480
Wex Bäckerei,52.4788439,13.3301447,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Wexstraße,29,10715,,,OSM,node/2476268055
Toskana,52.4866642,13.3229976,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Berliner Straße,33,10715,Mo-Fr 05:00-19:00; Sa 05:00-18:00; Su 07:00-14:00,,OSM,node/2476416990
Sultan Zwei Bäckerei,52.4860785,13.4308466,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/2484347010
Friesen,52.4872843,13.39423,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/2495554369
Brot & Brötchen,52.4792619,13.4253236,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,"Mo-Fr 06:30-18:30; Sa 07:30-18:00; PH,Su 07:30-19:00",,OSM,node/2496859117
Steinecke,52.5214004,13.3247548,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Steinecke,Helmholtzstraße,9,10587,Mo-Fr 06:30-18:00; Sa 06:30-16:00; Su 08:00-12:00,,OSM,node/2500313060
Steinecke,52.468588,13.369827,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Steinecke,Alboinstraße,18,12103,Mo-Th 07:00-20:00; Fr 07:00-21:00; Sa 08:00-21:00,,OSM,node/2512387154
Kiez-Markt,52.5911315,13.4069865,Pankow,Niederschönhausen,pankow,niederschönhausen,artisanal,False,,,,,,,OSM,node/2517567500
Hofpfisterei,52.4839731,13.3835702,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,chain,True,Hofpfisterei,Manfred-von-Richthofen-Straße,10,12101,Mo-Fr 08:00-18:00; Sa 07:30-13:30,https://www.hofpfisterei.de/,OSM,node/2522233428
M&M Back,52.507204,13.3067244,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Wilmersdorfer Straße,114,,Mo-Sa 05:00-20:00; Su 06:00-18:00,,OSM,node/2532898511
Gorkibäcker,52.5912649,13.2968486,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,,,OSM,node/2540972562
Kado Coffee & Backshop,52.5443189,13.3787833,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/2546237577
adda Backhaus,52.520789,13.1857325,Spandau,Wilhelmstadt,spandau,wilhelmstadt,artisanal,False,,,,,,,OSM,node/2567851652
Back Days,52.4487211,13.3550901,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,,,,"Mo-Fr 06:00-18:00; Sa,Su 07:00-14:00",,OSM,node/2626494791
Ellys Back & Cafe,52.4981986,13.3853029,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/2629230085
Steinecke,52.4231758,13.4746012,Neukölln,Gropiusstadt,neukölln,gropiusstadt,chain,True,Steinecke,,,,Mo-Fr 06:30-19:00; Sa 06:30-18:00; Su 07:00-14:00,https://www.steinecke.info/,OSM,node/2642054196
Backwerk,52.5049168,13.4693294,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,BackWerk,Neue Bahnhofstraße,2,10245,"Mo-Fr 07:00-15:00; Sa,Su 08:00-15:00",,OSM,node/2642267673
Back Baron,52.4233361,13.4748694,Neukölln,Gropiusstadt,neukölln,gropiusstadt,artisanal,False,,,,,Mo-Su 04:00-22:00,https://backbaron.de/startseite.php,OSM,node/2645314001
Neubritzer Backshop,52.4646403,13.4331266,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 07:00-17:00,,OSM,node/2657734595
Bäcker Wiedemann,52.4431796,13.2961526,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Drakestraße,45,12205,"Mo-Fr 08:00-15:00; Sa 07:00-11:45,12:15-13:00; Su off",https://baecker-wiedemann.de/,OSM,node/2674838314
Steinecke,52.4425274,13.2960214,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,chain,True,Steinecke,Curtiusstraße,7,12205,Mo-Fr 06:00-18:00; Sa 06:30-17:00; Su 07:00-13:00,,OSM,node/2674838325
Wiener Brot,52.5261075,13.3933113,Mitte,Mitte,mitte,mitte,artisanal,False,,Tucholskystraße,31,10117,Mo-Fr 07:00-19:00; Sa 08:00-15:00,,OSM,node/2675221330
Schnell,52.5027462,13.3440431,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Sa 07:00-18:00,,OSM,node/2680092180
Steinecke,52.5092364,13.3252356,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Steinecke,Steinplatz,1,10623,Mo-Fr 06:30-18:00; Sa 08:00-16:00; Su 09:00-13:00,https://www.steinecke.info,OSM,node/2697584603
Mehlwurm,52.4892096,13.3950268,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Marheinekeplatz,15,10961,Mo-Sa 08:00-18:00,https://www.mehlwurm.de/,OSM,node/2722768975
Bäckerei Tegel,52.588655,13.288971,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,,,OSM,node/2725552262
Schwäbische Bäckerei,52.5177323,13.4659814,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Samariterstraße,14,10247,"Mo,We-Fr 06:30-14:30; Sa 07:00-12:00; Su 07:00-13:00; PH 07:00-12:00",,OSM,node/2726827674
Shirin Bäckerei,52.5573389,13.385637,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Prinzenallee,30,13359,,,OSM,node/2752211177
Seda,52.5577171,13.3904597,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Soldiner Straße,12,13359,Mo-Su 05:00-21:00,,OSM,node/2752211184
Bio Company Backshop,52.5439499,13.426633,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Prenzlauer Allee,180,10405,Mo-Sa 07:30-21:00,,OSM,node/2756963315
Goldstück,52.5422242,13.3521716,Mitte,Wedding,mitte,wedding,artisanal,False,,Triftstraße,44,13353,"Mo-Fr 07:00-16:00; Sa,Su 08:00-13:00",,OSM,node/2759623440
Baker's Company,52.5120614,13.4972537,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,,,,Mo-Fr 05:00-18:00; Sa 06:00-14:00; Su 07:00-17:00; PH 07:00-14:00,,OSM,node/2770502137
Kädtler,52.535292,13.435643,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Kädtler,Danziger Straße,135,10407,Mo-Fr 06:00-18:00; Sa 07:00-12:00; Su off,http://www.kaedtler.de/,OSM,node/2774817169
BäckerMann,52.4984875,13.3179118,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Pariser Straße,20,10707,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 08:00-17:00,,OSM,node/2779341523
Berliner Bäcker,52.5910553,13.442677,Pankow,Blankenburg,pankow,blankenburg,artisanal,False,,,,,Mo-Fr 04:00-17:30; Sa 06:00-12:00; Su off,https://www.schnell.berlin,OSM,node/2780151709
Can Bäckerei Conditorei Cafè,52.4668401,13.4314869,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Hermannstraße,115,12051,"Mo-Su,PH 04:00-21:00",,OSM,node/2782991750
Chocolate and Cheese,52.4496818,13.4363468,Neukölln,Britz,neukölln,britz,artisanal,False,,Britzer Damm,154,12347,,,OSM,node/2821187499
Backwerk,52.5032004,13.4691355,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,BackWerk,,,,"Mo-Fr 04:00-21:00; Sa,Su 05:00-21:00",,OSM,node/2836860101
Kamps,52.5031975,13.4693147,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Kamps,,,,Mo-Fr 04:00-22:00; Sa 05:00-20:00; Su 06:00-20:00,,OSM,node/2836861701
Arrey,52.4644869,13.3858349,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,,,OSM,node/2841527485
M & M Back,52.465067,13.385345,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,,,OSM,node/2841527494
Ditsch,52.5988363,13.3549702,Reinickendorf,Märkisches Viertel,reinickendorf,märkisches_viertel,chain,True,Ditsch,Senftenberger Ring,15,13439,Mo-Sa 09:30-18:30,,OSM,node/2850025801
Ritterfeld Landbäckerei,52.4527802,13.1422645,Spandau,Kladow,spandau,kladow,artisanal,False,,Sakrower Landstraße,5,14089,,,OSM,node/2854755505
Back To Go,52.5361219,13.3973038,Mitte,Mitte,mitte,mitte,artisanal,False,,Brunnenstraße,152,10115,Mo-Fr 06:00-17:00; Sa 07:00-16:00,,OSM,node/2861733610
Wiener Feinbäcker Heberer,52.4502325,13.2543243,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Wiener Feinbäcker Heberer,Riemeisterstraße,132,14169,,,OSM,node/2868039537
Zimmermann,52.5346131,13.1574738,Spandau,Staaken,spandau,staaken,artisanal,False,,Magistratsweg,130,13591,Mo-Fr 05:00-19:00; Sa 05:00-15:00; Su 06:00-16:00,,OSM,node/2872420066
denns Biomarkt - Backshop,52.5403299,13.4041865,Mitte,Mitte,mitte,mitte,artisanal,False,,Bernauer Straße,50,10435,Mo-Sa 07:30-21:00; Su 08:00-16:00,https://www.denns-biomarkt.de/34524_Berlin_Mitte.html,OSM,node/2875312287
Sellys Feinkost,52.600535,13.3036051,Reinickendorf,Tegel,reinickendorf,tegel,chain,True,Selda Dogangüzel,Waidmannsluster Damm,78,13509,Mo-Sa 06:00-16:00; Su 07:00-16:00; PH 07:00-14:00,,OSM,node/2889949233
Märkisch Edel,52.6076004,13.4794957,Pankow,Karow,pankow,karow,chain,True,Märkisch Edel,,,,,,OSM,node/2911220034
Ost-West Bäckerei,52.538327,13.395633,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Brunnenstraße,123,13355,,,OSM,node/2917279001
Steinecke,52.6105189,13.4312898,Pankow,Französisch Buchholz,pankow,französisch_buchholz,chain,True,Steinecke,Triftstraße,18-24,13127,,https://www.steinecke.info/,OSM,node/2917740637
Palast Konditorei,52.4872746,13.4263532,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,12,12047,,,OSM,node/2926167808
Thoben,52.4872169,13.4265405,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,14,12047,,,OSM,node/2926167813
Backstop,52.6146219,13.2443584,Reinickendorf,Heiligensee,reinickendorf,heiligensee,artisanal,False,,Ruppiner Chaussee,237,13503,Mo-Fr 07:00-24:00; Sa 07:00-23:30; Su 07:00-12:00; PH off,,OSM,node/2928071877
Bäckerei Melek,52.5011641,13.4234745,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Mariannenstraße,4,10997,,,OSM,node/2935215001
KuchenRausch's Feinbäckerei,52.5084476,13.4627283,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Wühlischstraße,15-16,10245,"Mo-Fr 07:00-18:00; Sa,Su 08:00-18:00",,OSM,node/2935551101
Back-Corner,52.5700429,13.3607217,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa 06:00-16:00; Su 07:00-16:00,,OSM,node/2952547135
Brotgarten,52.5155714,13.2923464,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Brotgarten GmbH,Seelingstraße,30,14059,Mo-Fr 07:00-18:30; Sa 07:00-17:00; Su 07:00-17:00; PH off,,OSM,node/2969835594
NAN Bäckerei / DHL Shop,52.4453178,13.5054817,Treptow-Köpenick,Johannisthal,treptow-köpenick,johannisthal,artisanal,False,,Sterndamm,81,12487,Mo-Fr 05:00-18:00; Sa 07:00-14:00,,OSM,node/2989607358
Thoben,52.5001022,13.3062241,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Kurfürstendamm,71,10709,,,OSM,node/3001258771
Back- & Getreidestübchen,52.5412942,13.2028692,Spandau,Spandau,spandau,spandau,artisanal,False,,Achenbachstraße,15,13585,"We, Fr 10:00-15:00; Th 10:00-20:00; Sa 08:00-12:00",https://www.getreide-shop.de/,OSM,node/3017842044
Wiener Feinbäcker Heberer,52.5494337,13.4148412,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Wiener Feinbäcker Heberer,,,,"Mo-Fr 05:00-20:00, Sa-So 07:00-18:00",,OSM,node/3017979329
ufaBäckerei,52.4538569,13.3825408,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,Mo-Fr 10:00-18:00,https://emelysgarden.eu,OSM,node/3031539872
Güneş Bäckerei,52.4560063,13.3783155,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,,,OSM,node/3033373877
Back 49,52.4986242,13.3828907,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/3036788460
Wiener Conditorei,52.4515709,13.2703875,Steglitz-Zehlendorf,Dahlem,steglitz-zehlendorf,dahlem,artisanal,False,,Clayallee,175,14195,,,OSM,node/3041547694
Bäckererei und Imbiss Frank Pötner,52.5215298,13.4965745,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,,,,,,OSM,node/3042320250
,52.5370403,13.2724199,Spandau,Siemensstadt,spandau,siemensstadt,artisanal,False,,,,,,,OSM,node/3051113184
Bäckerei & Konditorei Obergfell,52.4107244,13.4029783,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,Lichtenrader Damm,36,12305,Mo-Fr 05:00-18:30; Sa 05:00-14:00; Su 07:00-17:00,https://www.cafe-obergfell.de/,OSM,node/3061546253
Bäckerei 1001 Korn,52.4171962,13.399287,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,Mariendorfer Damm,422,12107,"Mo-Fr 06:00-18:00; Sa,Su 07:00-14:00",,OSM,node/3067555906
"Baguette, Croissant & Co.",52.4941974,13.3378375,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hohenstaufenstraße,39,10779,Mo-Fr 06:30-15:30; Sa 07:30-15:00; Su 08:00-13:00,http://bacrosco.de,OSM,node/3072343633
Brotgut Backstube & Café,52.4905727,13.3689997,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hochkirchstraße,10,10829,Mo-Fr 06:30-18:30; Sa 06:30-13:00,http://www.brotundwein.de,OSM,node/3072942233
Kleine Backstube Café,52.4898115,13.3801328,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Su 09:00-19:00,,OSM,node/3073799795
Weichardt Brot,52.4859049,13.3263083,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Weichardt Brot GmbH,Mehlitzstraße,7,10715,Tu-Fr 07:30-18:30; Sa 07:30-14:00,https://www.weichardt.de/,OSM,node/3079829355
Steinecke,52.6356652,13.4942974,Pankow,Buch,pankow,buch,chain,True,Steinecke,Wiltbergstraße,19,13125,Mo-Fr 06:30-18:00; Sa 06:30-16:30; Su 07:00-12:00,,OSM,node/3080631524
Bäckerei & Cafe,52.552234,13.3845268,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Stettiner Straße,59,,Mo-Fr 05:00-20:00; Sa 06:00-20:00; Su 07:00-16:00,,OSM,node/3086242561
Steinecke,52.4210996,13.1778491,Steglitz-Zehlendorf,Wannsee,steglitz-zehlendorf,wannsee,chain,True,Steinecke,Kronprinzessinnenweg,252,14109,Mo-Sa 06:00-18:00; Su 07:00-12:00,,OSM,node/3092008805
