clinic_name,addr_street,addr_housenumber,addr_postcode,addr_city,full_address,district,district_id,neighborhood,neighborhood_id,lor_id,services_offered,operating_hours,operating_days,phone_main,email_main,website_main,phone_raw,contact_phone_raw,email_raw,contact_email_raw,website_raw,contact_website_raw,contact_info,accessibility_features,latitude,longitude,data_source,source_osm_id,geometry,has_minimum_info
Tierarzt Bello & Co.,,,,,,Neukölln,11008008,Rudow,804,re_ortsteil.0804,,,Unknown,,,https://belloundco.de/,,,,,https://belloundco.de/,,Web: https://belloundco.de/,,52.425741,13.4838753,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11101616402)",POINT (13.4838753 52.425741),True
Tierarztpraxis Dr. Pollmann,Berliner Straße,17,,,Berliner Straße 17,Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",Includes Saturday,+493081099440,,https://tierarztpraxis-pollmann.de,+493081099440,,,,https://tierarztpraxis-pollmann.de,,Phone: +493081099440 | Web: https://tierarztpraxis-pollmann.de,,52.4361962,13.2660844,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11201794003)",POINT (13.2660844 52.43619619999998),True
Dr. Fenina + Burwieck,Manteuffelstraße,74,12103.0,,"Manteuffelstraße 74, 12103",Tempelhof-Schöneberg,11007007,Tempelhof,703,re_ortsteil.0703,,,Unknown,+493063314227,,https://meintierarzt.berlin,+493063314227,,,,https://meintierarzt.berlin,,Phone: +493063314227 | Web: https://meintierarzt.berlin,,52.4678078,13.3783605,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11313866984)",POINT (13.3783605 52.46780780000001),True
Rex,,,,,,Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,Mo-Fr 08:00-20:00,Mon–Fri,,,https://www.rex.app/,,,,,https://www.rex.app/,,Web: https://www.rex.app/,wheelchair=yes,52.5073508,13.4569833,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11345799891)",POINT (13.4569833 52.5073508),True
Tierärztliche Gemeinschaftspraxis,Hohenzollerndamm,185,10713.0,Berlin,"Hohenzollerndamm 185, 10713 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,,Unknown,,,https://www.tierarztpraxis-berlin.net/,,,,,https://www.tierarztpraxis-berlin.net/,,Web: https://www.tierarztpraxis-berlin.net/,,52.491509,13.3183436,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11556295677)",POINT (13.3183436 52.491509),True
Rex Tierarztpraxis,Hermannstraße,227,12049.0,Berlin,"Hermannstraße 227, 12049 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,Mo-Sa 08:00-20:00,Mon–Sat,,,,,,,,,,,,52.4807206,13.425592,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11717159971)",POINT (13.425592 52.4807206),True
Kleintierkardiologie Tempelhof,Burgemeisterstraße,34,12103.0,Berlin,"Burgemeisterstraße 34, 12103 Berlin",Tempelhof-Schöneberg,11007007,Tempelhof,703,re_ortsteil.0703,,Mo-Th 08:00-18:00; PH off,Unknown,+49 30 47006869,,https://www.kardiobewegt.berlin/,+49 30 47006869,,,,https://www.kardiobewegt.berlin/,,Phone: +49 30 47006869 | Web: https://www.kardiobewegt.berlin/,wheelchair=yes,52.4583689,13.3734169,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11847097396)",POINT (13.3734169 52.4583689),True
Tierarztpraxis Kutzner,Zum Kappgraben,13,13125.0,Berlin,"Zum Kappgraben 13, 13125 Berlin",Pankow,11003003,Karow,305,re_ortsteil.0305,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",Includes Saturday,+49 30 94382030,,https://tierarzt-kutzner.de/,+49 30 94382030,,,,https://tierarzt-kutzner.de/,,Phone: +49 30 94382030 | Web: https://tierarzt-kutzner.de/,,52.6164598,13.4890268,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11985547873)",POINT (13.4890268 52.6164598),True
"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",Max-Beer-Straße,7,,,Max-Beer-Straße 7,Mitte,11001001,Mitte,101,re_ortsteil.0101,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",Unknown,+49 30 2426512,,https://www.augentierarzt-berlin.de,+49 30 2426512,,,,https://www.augentierarzt-berlin.de,,Phone: +49 30 2426512 | Web: https://www.augentierarzt-berlin.de,wheelchair=no,52.5251722,13.408013,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12108668170)",POINT (13.408013 52.5251722),True
Tierarztpraxis & Katzenbetreuung am Botanischen Garten,Tietzenweg,23,,,Tietzenweg 23,Steglitz-Zehlendorf,11006006,Lichterfelde,602,re_ortsteil.0602,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Includes Saturday,+49 30 32294480,,https://www.tierarztpraxis-botanischergarten.de,+49 30 32294480,,,,https://www.tierarztpraxis-botanischergarten.de,,Phone: +49 30 32294480 | Web: https://www.tierarztpraxis-botanischergarten.de,,52.4456015,13.3020665,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12219145454)",POINT (13.3020665 52.4456015),True
Janine Bräuer,Krüllsstraße,5,12435.0,Berlin,"Krüllsstraße 5, 12435 Berlin",Treptow-Köpenick,11009009,Alt-Treptow,901,re_ortsteil.0901,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Includes weekend,,,,,,,,,,,,52.4922101,13.447823,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12238881093)",POINT (13.447823 52.4922101),True
Tierärztezentrum Birte Nannen,Schlierbacher Weg,5,12349.0,Berlin,"Schlierbacher Weg 5, 12349 Berlin",Neukölln,11008008,Buckow,803,re_ortsteil.0803,,,Unknown,+49 30 25 92 17 88,,https://www.tieraerztezentrum-nannen.de,+49 30 25 92 17 88,,,,https://www.tieraerztezentrum-nannen.de,,Phone: +49 30 25 92 17 88 | Web: https://www.tieraerztezentrum-nannen.de,,52.4160917,13.4047411,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12793397931)",POINT (13.4047411 52.41609169999999),True
Praxis für Kleine Haustiere Dr. Niels Lösch,,,,,,Lichtenberg,11011011,Alt-Hohenschönhausen,1110,re_ortsteil.1110,,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",Includes Saturday,+49309866411,info@tierarzt-drloesch.de,https://tierarzt-drloesch.de,+49309866411,,,info@tierarzt-drloesch.de,https://tierarzt-drloesch.de,,Phone: +49309866411 | Email: info@tierarzt-drloesch.de | Web: https://tierarzt-drloesch.de,,52.5399544,13.4849492,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12849196704)",POINT (13.4849492 52.5399544),True
Dr. Pastor,Brüsseler Straße,52a,13353.0,Berlin,"Brüsseler Straße 52a, 13353 Berlin",Mitte,11001001,Wedding,105,re_ortsteil.0105,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",Mon–Fri,,,https://www.tierarztpraxis-pastor.de/,,,,,https://www.tierarztpraxis-pastor.de/,,Web: https://www.tierarztpraxis-pastor.de/,,52.5486928,13.3531883,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12851066023)",POINT (13.3531883 52.54869279999998),True
Sonnenberg,,,,,,Treptow-Köpenick,11009009,Rahnsdorf,912,re_ortsteil.0912,,,Unknown,,,,,,,,,,,,52.4406394,13.6866147,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12877756489)",POINT (13.6866147 52.4406394),True
Tierarztpraxis am Wasserturm,Rykestraße,4,10405.0,,"Rykestraße 4, 10405",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,,Unknown,,,https://www.tierarztpraxis-wasserturm.de/,,,,,https://www.tierarztpraxis-wasserturm.de/,,Web: https://www.tierarztpraxis-wasserturm.de/,,52.5350637,13.419688,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 12989186501)",POINT (13.419688 52.5350637),True
Haveldüne,Gatower Straße,131,,,Gatower Straße 131,Spandau,11005005,Wilhelmstadt,509,re_ortsteil.0509,,,Unknown,+49 30 362 91 07,,https://www.tierarztpraxis-havelduene.de,+49 30 362 91 07,,,,https://www.tierarztpraxis-havelduene.de,,Phone: +49 30 362 91 07 | Web: https://www.tierarztpraxis-havelduene.de,,52.508699,13.180438,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 13169469903)",POINT (13.180438 52.508699),True
Praxis für Vögel & Reptilien,Berliner Str.,69,14169.0,Berlin,"Berliner Str. 69, 14169 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,"Mo 09:00-13:00; Tu 15:00-19:00; We 09:00-13:00,15:00-19:00; Th 09:00-13:00; Fr 09:00-13:00,15:00-19:00",Unknown,+4930 847 257 38,,https://www.vogel-tierarzt.de,+4930 847 257 38,,,,https://www.vogel-tierarzt.de,,Phone: +4930 847 257 38 | Web: https://www.vogel-tierarzt.de,,52.4399433,13.2754078,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 13188941112)",POINT (13.2754078 52.4399433),True
Tierartzpraxis Sybille Schickert,,,,,,Reinickendorf,11012012,Wittenau,1209,re_ortsteil.1209,,,Unknown,,,,,,,,,,,,52.5937039,13.3282999,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 13344679483)",POINT (13.3282999 52.5937039),True
Roux,,,,,,Spandau,11005005,Kladow,506,re_ortsteil.0506,,,Unknown,,,https://www.tierarztpraxis-roux.de/,,,,,https://www.tierarztpraxis-roux.de/,,Web: https://www.tierarztpraxis-roux.de/,,52.452648,13.139175,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 13358308355)",POINT (13.139175 52.452648),True
Das Veterinärmedizinische Zentrum Berlin,Scharnweberstraße,136,13405.0,Berlin,"Scharnweberstraße 136, 13405 Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,,24/7,Unknown,+49 30 4127357,info@vetzentrum-berlin.de,https://www.vetzentrum-berlin.de/,+49 30 4127357,,info@vetzentrum-berlin.de,,https://www.vetzentrum-berlin.de/,,Phone: +49 30 4127357 | Email: info@vetzentrum-berlin.de | Web: https://www.vetzentrum-berlin.de/,,52.56383603380803,13.325898385003244,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 24921047)",POINT (13.325898385003244 52.56383603380803),True
Zete Marton,Alt-Reinickendorf,37,13407.0,Berlin,"Alt-Reinickendorf 37, 13407 Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",Mon–Fri,,,,,,,,,,,wheelchair=no,52.57484167749068,13.351276845633086,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 28608972)",POINT (13.351276845633086 52.57484167749068),True
Tierärztlichen Klinik für Kleintiere,Märkische Allee,258,12679.0,Berlin,"Märkische Allee 258, 12679 Berlin",Marzahn-Hellersdorf,11010010,Marzahn,1001,re_ortsteil.1001,,24/7,Unknown,,,https://www.tierklinik-in-berlin.de/,,,,,https://www.tierklinik-in-berlin.de/,,Web: https://www.tierklinik-in-berlin.de/,wheelchair=yes,52.55555539479237,13.553247578348108,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 71173694)",POINT (13.553247578348108 52.55555539479237),True
Tierarztpraxis Kathrin Böhm,Robert-Siewert-Straße,90,10318.0,Berlin,"Robert-Siewert-Straße 90, 10318 Berlin",Lichtenberg,11011011,Karlshorst,1102,re_ortsteil.1102,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Mo 10:00-17:00",Unknown,+49 30 32669736,,,+49 30 32669736,,,,,,Phone: +49 30 32669736,wheelchair=limited,52.49264998370056,13.536918159788865,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 89101208)",POINT (13.536918159788863 52.49264998370056),True
Tierartzpraxis Gotthardt,Winkler Straße,21,14193.0,Berlin,"Winkler Straße 21, 14193 Berlin",Charlottenburg-Wilmersdorf,11004004,Grunewald,404,re_ortsteil.0404,,,Unknown,,,,,,,,,,,,52.487615697246845,13.266615867092089,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 117230559)",POINT (13.266615867092089 52.487615697246845),True
Tierklinik Berlin-Biesdorf,Alt-Biesdorf,22,12683.0,Berlin,"Alt-Biesdorf 22, 12683 Berlin",Marzahn-Hellersdorf,11010010,Biesdorf,1002,re_ortsteil.1002,emergency,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",Mon–Fri,+49 30 5143760,,https://www.tierklinik-in-biesdorf.de/,+49 30 5143760,,,,https://www.tierklinik-in-biesdorf.de/,,Phone: +49 30 5143760 | Web: https://www.tierklinik-in-biesdorf.de/,wheelchair=no,52.50873002300115,13.55573553414166,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 163836866)",POINT (13.55573553414166 52.508730023001156),True
Tierarztpraxis Dr. Christine Mueller,Südekumzeile,26E,13591.0,Berlin,"Südekumzeile 26E, 13591 Berlin",Spandau,11005005,Staaken,504,re_ortsteil.0504,,,Unknown,+49 30 366 0128,christinemueller.berlin@web.de,http://tierarztpraxis-spandau.de/,,+49 30 366 0128,,christinemueller.berlin@web.de,,http://tierarztpraxis-spandau.de/,Phone: +49 30 366 0128 | Email: christinemueller.berlin@web.de | Web: http://tierarztpraxis-spandau.de/,,52.53114943497109,13.148550095436324,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('way', 286010852)",POINT (13.148550095436324 52.53114943497109),True
